9:21:29,69782073,"RT @OsmarTerra: Argentina, fechada na quarentena mais longa e radical do mundo, disparou no aumento % de mortes por Covid,quadruplicando es…",175
9:21:33,1082345290307457025,"RT @conexaopolitica: Medicamento pode reduzir em 95% carga viral da covid-19, diz Marcos Pontes https://t.co/sfCKmMsG3h",176
9:21:33,495531445,Camilo Santana confronta governo Bolsonaro e exige direito de testar turistas internacionais para Covid-19 https://t.co/JX2aBYSUn2,177
9:21:35,605933238,RT @tvi24pt: Covid-19: teste obrigatório à chegada à Madeira mesmo para viagens inferiores a 72 horas https://t.co/vlKp9jFcSO,178
9:21:37,33742719,"Paciente internado com covid pode ter sintomas por meses, diz estudo https://t.co/4KTUtEBSzN",179
9:21:38,69782073,RT @DomDasThreads: Sabem qual é o único lugar que não vai ter a 2° onda de Covid??? CHINA. 🤔🤔🤔,180
9:21:38,15392221,Uma em cada seis crianças vivia em extrema pobreza em 2017 e covid-19 piorou situação https://t.co/70F2SkGJcM Em… https://t.co/8s5qIW3p9V,181
9:21:40,43340387,Especialistas dizem que vacinação obrigatória contra covid-19 deve ser levada ao STF https://t.co/uz9sPuxzqq,182
9:21:46,718262487116881922,"Nitazoxanida reduz carga viral de pacientes com covid-19, diz pesquisa https://t.co/bdGev348nf",183
9:21:47,605933238,"RT @JornalDestak: Covid-19: Doença já matou 1.119.590 pessoas no mundo e vírus infetou mais de 40,4 milhões -AFP https://t.co/hMRASzGjVZ",184
9:22:1,375331467,RT @MinLuizRamos: Acabo de receber o resultado do meu teste para Covid-19. Graças a Deus estou curado! Segui fielmente o protocolo do Minis…,185
9:22:2,2753401027,RT @erikakokay: Bolsonaro joga com a vida do povo brasileiro. A utilização de um gráfico falso para “comprovar” a eficácia de um remédio co…,186
9:22:13,50850883,"É PRECISO ATENÇÃO - BBC/BR: Mesmo em queda, mortes por covid-19 no Brasil ainda superam 2ª onda na Europa… https://t.co/cftMUcJiiO",187
9:22:20,2967863326,RT @dimacgarcia: Vocês não tem a noção da importância desse resultado do novo medicamento contra o covid.  Isso salvará o Brasil de um novo…,188
9:22:24,94081671,"Covid-19: Doença já matou 1.119.590 pessoas no mundo e vírus infetou mais de 40,4 milhões - https://t.co/u20xmNPeiO https://t.co/QW5SVxIueT",189
9:22:36,30070288,Dólar abre em queda de olho na covid-19 e no estímulo nos EUA https://t.co/6PXk4RXfGX,190
9:22:37,3355276119,"Medicamento pode reduzir em 95% carga viral da covid-19, diz Marcos Pontes - https://t.co/FMN42h8qGG",191
